5	2.50000000000000	3.75000000000000	3.75000000000000
5	2.50000000000000	5	3.75000000000000
2.50000000000000	5	3.75000000000000	3.75000000000000
5	2.50000000000000	3.75000000000000	3.75000000000000
2.50000000000000	1.25000000000000	5	2.50000000000000
3.75000000000000	3.75000000000000	3.75000000000000	3.75000000000000
3.75000000000000	5	3.75000000000000	3.75000000000000
3.75000000000000	3.75000000000000	3.75000000000000	3.75000000000000
5	3.75000000000000	2.50000000000000	5
3.75000000000000	2.50000000000000	3.75000000000000	3.75000000000000
